date,municipality,municipality_type,psgc_code,latitude,longitude,climate_zone,supply_system,grid_connected,planned_grid_connection_year,population,households_estimated,electrification_rate_est,residential_customer_count,nonresidential_customer_count,customer_count,economic_load_index,urban_intensity_index,consumption_kwh,peak_demand_kw,available_capacity_kw,capacity_utilization_pct,outage_minutes,temperature_mean_c,temperature_min_c,temperature_max_c,humidity_mean_pct,rainfall_mm,heat_index_mean_c,wind_speed_mean_kph,cloud_cover_mean_pct,is_holiday,holiday_name,holiday_type,is_weekend,day_of_week,month,quarter,year,is_special_event,special_event_name,record_status,record_notes,data_split,energy_anchor_type,data_classification,municipality_population_share_pct,consumption_lag_1,consumption_lag_2,consumption_lag_7,consumption_lag_14,consumption_lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,temperature_lag_1,rainfall_lag_1,consumption_vs_30d_pct,demand_level
2024-01-30,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101049,23720,0.979,23221.0,2206.0,25427.0,1.23,1.15,140967.22,7697.99,16996.12,45.29,0,29.67,23.71,34.36,78.53,0.0,36.3,7.23,47.54,0,,,0,Tuesday,1,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7145,138741.48,124817.23,132155.71,142645.55,106785.32,133956.165714,132833.89,131071.410667,5407.858411,29.67,2.61,7.549937,NORMAL
2024-01-31,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101052,23721,0.979,23223.0,2206.0,25429.0,1.23,1.15,139254.35,7627.05,16613.95,45.91,0,29.25,23.54,33.74,75.83,0.0,34.5,8.49,57.3,0,,,0,Wednesday,1,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7147,140967.22,138741.48,132337.65,139929.95,119613.04,135214.952857,132714.009286,132210.807333,5920.177665,29.67,0.0,5.327509,NORMAL
2024-02-01,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101055,23722,0.979,23224.0,2206.0,25430.0,1.23,1.15,139891.33,7712.43,17346.31,44.46,0,29.16,23.5,33.61,78.81,9.73,34.92,10.64,70.85,0,,,0,Thursday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7149,139254.35,140967.22,141705.6,129579.44,139704.5,136203.052857,132665.752143,132865.517667,5937.093674,29.25,0.0,5.287913,NORMAL
2024-02-02,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101057,23723,0.9791,23226.0,2206.0,25432.0,1.23,1.15,138543.65,7685.6,16859.87,45.59,0,28.75,23.32,33.01,77.0,12.6,33.45,12.38,67.77,0,,,0,Friday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7151,139891.33,139254.35,135219.74,135975.25,135739.6,135943.871429,133402.315714,132871.745333,5691.362255,29.16,9.73,4.268706,NORMAL
2024-02-03,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101060,23724,0.9791,23228.0,2207.0,25435.0,1.23,1.15,144487.98,7954.8,16504.74,48.2,0,30.33,23.91,35.38,78.25,0.44,38.18,7.9,51.02,0,,,1,Saturday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7153,138543.65,139891.33,132715.75,124664.99,129904.3,136418.715714,133585.772857,132965.213667,5759.134318,28.75,12.6,8.666001,NORMAL
2024-02-04,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101062,23725,0.9791,23230.0,2207.0,25437.0,1.23,1.15,145215.3,8015.62,16891.04,47.45,0,30.67,24.09,35.84,78.02,0.0,39.13,6.94,59.57,0,,,1,Sunday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7155,144487.98,138543.65,124817.23,119819.69,136198.35,138100.462857,135001.700714,133451.336333,6199.582316,30.33,0.44,8.815171,NORMAL
2024-02-05,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101065,23726,0.9792,23231.0,2207.0,25438.0,1.23,1.15,156098.32,8805.61,17205.11,51.18,0,30.41,23.96,35.48,78.6,0.0,38.52,9.86,55.7,0,,,0,Monday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7158,145215.3,144487.98,138741.48,129366.43,131994.79,141014.472857,136815.672857,133751.901333,2749.102213,30.67,0.0,16.707365,ELEVATED
2024-02-06,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101068,23727,0.9792,23233.0,2207.0,25440.0,1.23,1.15,147053.42,8122.38,16759.7,48.46,0,29.87,23.71,34.7,76.57,0.0,36.34,7.47,60.61,0,,,0,Tuesday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.716,156098.32,145215.3,140967.22,132155.71,122269.39,143494.021429,138725.093571,134555.352333,6119.152966,30.41,0.0,9.288421,NORMAL
2024-02-07,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101070,23727,0.9792,23234.0,2207.0,25441.0,1.23,1.15,155764.2,8800.37,16985.55,51.81,0,30.94,24.21,36.22,74.48,0.0,38.82,6.88,56.11,0,,,0,Wednesday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7161,147053.42,156098.32,139254.35,132337.65,128569.45,144363.478571,139789.215714,135381.486667,6132.659847,29.87,0.0,15.055761,NORMAL
2024-02-08,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101073,23728,0.9792,23236.0,2207.0,25443.0,1.23,1.15,136756.55,7712.75,17079.26,45.16,0,29.7,23.58,34.51,71.43,0.0,34.65,9.54,48.03,0,,,0,Thursday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7164,155764.2,147053.42,139891.33,141705.6,131203.38,146722.028571,141462.540714,136287.978333,6959.298916,30.94,0.0,0.34381,NORMAL
2024-02-09,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101076,23729,0.9793,23237.0,2208.0,25445.0,1.23,1.15,139576.07,7860.09,16982.96,46.28,0,29.36,23.43,34.02,72.91,0.0,34.15,9.81,49.87,0,,,0,Friday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7166,136756.55,155764.2,138543.65,135219.74,127205.07,146274.202857,141109.037143,136473.084,7548.063035,29.7,0.0,2.273698,NORMAL
2024-02-10,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101078,23730,0.9793,23239.0,2208.0,25447.0,1.23,1.15,125769.67,6864.9,16913.59,40.59,0,29.96,23.67,34.9,72.03,0.0,35.43,8.14,34.44,1,Chinese New Year,SPECIAL_NON_WORKING,1,Saturday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7168,139576.07,136756.55,144487.98,132715.75,131067.19,146421.691429,141420.203571,136885.450667,7380.04968,29.36,0.0,-8.120498,NORMAL
2024-02-11,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101081,23731,0.9793,23241.0,2208.0,25449.0,1.23,1.15,125373.01,6977.55,17006.78,41.03,0,29.28,23.43,33.88,76.3,0.0,34.68,7.42,63.82,0,,,1,Sunday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.717,125769.67,139576.07,145215.3,124817.23,135003.86,143747.647143,140924.055,136708.866667,10797.406779,29.96,0.0,-8.291969,NORMAL
2024-02-12,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101084,23732,0.9794,23243.0,2208.0,25451.0,1.23,1.15,138364.89,7668.52,16977.2,45.17,0,29.02,23.22,33.57,75.33,0.0,33.81,10.36,38.66,0,,,0,Monday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7173,125373.01,125769.67,156098.32,138741.48,131846.13,140913.034286,140963.753571,136387.838333,12771.922551,29.28,0.0,1.449581,NORMAL
2024-02-13,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101086,23733,0.9794,23244.0,2208.0,25452.0,1.23,1.15,135046.26,7635.31,16832.98,45.36,0,28.41,22.95,32.7,75.28,0.0,32.33,4.25,45.76,0,,,0,Tuesday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7174,138364.89,125373.01,147053.42,140967.22,127447.65,138379.687143,140936.854286,136605.130333,10875.869595,29.02,0.0,-1.141151,NORMAL
2024-02-14,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101089,23734,0.9794,23246.0,2208.0,25454.0,1.23,1.15,134726.77,7461.35,16706.08,44.66,0,27.71,22.63,31.7,77.51,0.0,31.05,9.58,53.78,0,,,0,Wednesday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7177,135046.26,138364.89,155764.2,139254.35,137915.84,136664.378571,140513.928571,136858.417333,10206.12028,28.41,0.0,-1.557557,NORMAL
2024-02-15,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101092,23735,0.9795,23248.0,2209.0,25457.0,1.23,1.15,135407.78,7542.02,16979.12,44.42,0,28.46,22.95,32.79,71.02,0.0,31.75,9.57,39.92,0,,,0,Thursday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.718,134726.77,135046.26,136756.55,139891.33,142645.55,133659.031429,140190.53,136752.115,5783.823927,27.71,0.0,-0.983045,NORMAL
2024-02-16,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101094,23735,0.9795,23249.0,2209.0,25458.0,1.23,1.15,135060.21,7485.88,16794.38,44.57,0,28.23,22.87,32.44,74.95,0.0,31.86,9.39,51.76,0,,,0,Friday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7181,135407.78,134726.77,139576.07,138543.65,139929.95,133466.35,139870.276429,136510.856,5685.058379,28.46,0.0,-1.06266,NORMAL
2024-02-17,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101097,23736,0.9795,23250.0,2209.0,25459.0,1.23,1.15,128491.14,7136.4,17094.3,41.75,0,29.01,23.32,33.48,73.83,6.75,33.48,5.67,46.28,0,,,1,Saturday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7183,135060.21,135407.78,125769.67,144487.98,129579.44,132821.227143,139621.459286,136348.531333,5102.577116,28.23,0.0,-5.762725,NORMAL
2024-02-18,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101100,23737,0.9796,23252.0,2209.0,25461.0,1.23,1.15,122429.43,6573.08,16871.15,38.96,0,29.08,23.32,33.6,72.98,1.32,33.48,4.04,56.35,0,,,1,Sunday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7186,128491.14,135060.21,125373.01,145215.3,135975.25,133210.008571,138478.827857,136312.254667,4549.448664,29.01,6.75,-10.184576,NORMAL
2024-02-19,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101102,23738,0.9796,23254.0,2209.0,25463.0,1.23,1.15,140476.63,7812.45,17052.85,45.81,0,29.65,23.61,34.4,71.53,0.0,34.54,7.09,61.33,0,,,0,Monday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7188,122429.43,128491.14,138364.89,156098.32,124664.99,132789.497143,136851.265714,135860.727333,5442.876347,29.08,1.32,3.397525,NORMAL
2024-02-20,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101105,23739,0.9796,23256.0,2209.0,25465.0,1.23,1.15,139209.69,7682.58,17185.43,44.7,0,29.24,23.45,33.79,78.3,0.0,35.03,6.58,76.4,0,,,0,Tuesday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.719,140476.63,122429.43,135046.26,147053.42,119819.69,133091.174286,135735.430714,136387.782,5846.927397,29.65,0.0,2.069033,NORMAL
2024-02-21,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101107,23740,0.9797,23258.0,2210.0,25468.0,1.23,1.15,146962.15,8317.54,17073.37,48.72,0,29.63,23.57,34.38,78.55,0.0,36.17,8.68,55.16,0,,,0,Wednesday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7191,139209.69,140476.63,134726.77,155764.2,129366.43,133685.95,135175.164286,137034.115333,6275.042195,29.24,0.0,7.244937,NORMAL
2024-02-22,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101110,23741,0.9797,23259.0,2210.0,25469.0,1.23,1.15,145292.09,8043.87,16763.93,47.98,0,29.26,23.5,33.79,82.08,7.03,35.98,12.05,66.35,0,,,0,Thursday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7194,146962.15,139209.69,135407.78,136756.55,132155.71,135433.861429,134546.446429,137620.639333,8062.720249,29.63,0.0,5.574346,NORMAL
2024-02-23,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101113,23742,0.9797,23261.0,2210.0,25471.0,1.23,1.15,143910.71,8045.1,16938.76,47.5,0,29.02,23.51,33.35,80.31,10.62,34.86,9.89,83.88,0,,,0,Friday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7196,145292.09,146962.15,135060.21,139576.07,132337.65,136845.905714,135156.127857,138058.518667,8881.363013,29.26,7.03,4.238921,NORMAL
2024-02-24,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101115,23742,0.9798,23262.0,2210.0,25472.0,1.23,1.15,135174.69,7381.95,16585.39,44.51,0,29.7,23.6,34.5,75.22,0.0,35.55,9.09,52.57,0,,,1,Saturday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7198,143910.71,145292.09,128491.14,125769.67,141705.6,138110.262857,135465.745,138444.287333,9208.729656,29.02,10.62,-2.36167,NORMAL
2024-02-25,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101118,23743,0.9798,23264.0,2210.0,25474.0,1.23,1.15,115878.98,6478.57,16751.13,38.68,0,29.47,23.51,34.15,74.65,0.0,34.8,8.78,63.94,1,EDSA People Power Anniversary,SPECIAL_NON_WORKING,1,Sunday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.72,135174.69,143910.71,122429.43,125373.01,135219.74,139065.055714,136137.532143,138226.590333,8351.774951,29.7,0.0,-16.167374,NORMAL
2024-02-26,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101121,23744,0.9798,23265.0,2210.0,25475.0,1.23,1.15,142370.82,8114.27,17102.37,47.45,0,29.93,23.74,34.79,73.99,0.0,35.85,7.0,62.26,0,,,0,Monday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7203,115878.98,135174.69,140476.63,138364.89,132715.75,138129.277143,135459.387143,137581.898333,10592.711034,29.47,0.0,3.480779,NORMAL
2024-02-27,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101123,23745,0.9799,23267.0,2210.0,25477.0,1.23,1.15,140930.58,7996.81,17090.24,46.79,0,29.94,23.75,34.81,75.29,0.0,36.22,7.53,61.22,0,,,0,Tuesday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7204,142370.82,115878.98,139209.69,135046.26,124817.23,138399.875714,135745.525,137903.734,10686.449501,29.93,0.0,2.194898,NORMAL
2024-02-28,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101126,23746,0.9799,23269.0,2211.0,25480.0,1.23,1.15,148666.31,8542.21,16720.59,51.09,0,30.58,24.05,35.71,72.55,4.84,37.22,8.08,41.61,0,,,0,Wednesday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7207,140930.58,142370.82,146962.15,134726.77,138741.48,138645.717143,136165.833571,138440.845667,10727.898338,29.94,0.0,7.386161,NORMAL
2024-02-29,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101129,23747,0.9799,23271.0,2211.0,25482.0,1.23,1.15,143060.01,7802.25,17107.3,45.61,0,29.66,23.59,34.42,72.31,2.78,34.74,7.99,48.03,0,,,0,Thursday,2,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.721,148666.31,140930.58,145292.09,135407.78,140967.22,138889.168571,137161.515,138771.673333,10964.800972,30.58,4.84,3.09021,NORMAL
2024-03-01,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101131,23748,0.98,23272.0,2211.0,25483.0,1.23,1.15,143779.57,8007.82,16999.69,47.11,0,29.59,23.53,34.36,72.85,0.0,34.71,9.13,51.55,0,,,0,Friday,3,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7211,143060.01,148666.31,143910.71,135060.21,139254.35,138570.3,137708.102857,138841.433,10778.434776,29.66,2.78,3.556674,NORMAL
2024-03-02,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101134,23749,0.98,23274.0,2211.0,25485.0,1.23,1.15,137356.69,7531.76,16936.15,44.47,0,29.96,23.7,34.87,71.1,0.0,35.2,9.21,49.03,0,,,1,Saturday,3,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7213,143779.57,143060.01,135174.69,128491.14,139891.33,138551.565714,138330.914286,138992.273667,10767.714052,29.59,0.0,-1.176744,NORMAL
2024-03-03,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101137,23750,0.98,23276.0,2211.0,25487.0,1.23,1.15,121973.67,6691.51,16832.79,39.75,0,29.34,23.42,33.99,74.67,0.0,34.47,5.8,57.05,0,,,1,Sunday,3,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7216,137356.69,143779.57,115878.98,122429.43,138543.65,138863.28,138964.167857,138907.785667,10684.92921,29.96,0.0,-12.190905,NORMAL
2024-03-04,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101139,23750,0.9801,23277.0,2211.0,25488.0,1.23,1.15,149595.48,8367.95,16956.56,49.35,0,30.24,23.87,35.26,77.77,0.0,37.77,7.59,59.18,0,,,0,Monday,3,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7217,121973.67,137356.69,142370.82,140476.63,144487.98,139733.95,138931.613571,138355.453,8531.126235,29.34,0.0,8.124022,NORMAL
2024-03-05,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101142,23751,0.9801,23278.0,2211.0,25489.0,1.23,1.15,147259.78,8090.05,17020.85,47.53,0,30.41,23.91,35.51,70.96,3.53,36.31,8.54,38.93,0,,,0,Tuesday,3,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.722,149595.48,121973.67,140930.58,139209.69,145215.3,140766.044286,139582.96,138525.703,9305.203287,30.24,0.0,6.305023,NORMAL
2024-03-06,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101145,23752,0.9801,23280.0,2212.0,25492.0,1.23,1.15,137263.94,7617.16,16738.06,45.51,0,29.28,23.41,33.89,76.35,0.0,34.69,7.4,62.26,0,,,0,Wednesday,3,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7222,147259.78,149595.48,148666.31,146962.15,156098.32,141670.215714,140157.966429,138593.852333,9625.830691,30.41,3.53,-0.959575,NORMAL
2024-03-07,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101147,23753,0.9802,23282.0,2212.0,25494.0,1.23,1.15,141510.45,7877.24,16753.74,47.02,0,29.79,23.59,34.66,73.17,0.0,35.28,11.6,40.46,0,,,0,Thursday,3,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7224,137263.94,147259.78,143060.01,145292.09,147053.42,140041.305714,139465.237143,137966.039667,9199.965533,29.28,0.0,2.569045,NORMAL
2024-03-08,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101150,23754,0.9802,23284.0,2212.0,25496.0,1.23,1.15,150054.13,8327.14,17223.07,48.35,0,30.27,23.98,35.22,77.19,6.66,37.68,10.08,63.44,0,,,0,Friday,3,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7226,141510.45,137263.94,143779.57,143910.71,155764.2,139819.94,139195.12,137781.274,9133.628202,29.79,0.0,8.907492,NORMAL
2024-03-09,Isulan,Municipality,1206504000,6.6323,124.5978,CENTRAL_URBAN_LOWLAND,SUKELCO_GRID,1,,101153,23755,0.9802,23285.0,2212.0,25497.0,1.23,1.15,143272.55,7916.36,16693.68,47.42,0,30.78,24.13,36.0,75.45,1.13,38.65,8.47,53.31,0,,,1,Saturday,3,1,2024,0,,NORMAL,,TEST,OFFICIAL_SUKELCO_GRID_DAILY_ALLOCATION,RESEARCH-GRADE SYNTHETIC / NOT OFFICIAL MUNICIPAL DAILY DATA,11.7229,150054.13,141510.45,137356.69,135174.69,136756.55,140716.305714,139633.935714,137590.938333,9865.551679,30.27,6.66,4.12935,NORMAL
